Customer ID,Age,Gender,Category,Purchase Amount (USD),Payment Method,Review Rating,Discount Applied,Month,Location,Purchase History
1114,18,Female,Books,871.59,UPI,3.6,No,October,Chennai,Frequent
1115,27,Male,Books,1467.56,Debit Card,3.9,No,September,Delhi,Returning
1116,38,Female,Toys,752.76,UPI,3.8,No,May,Delhi,Returning
1117,57,Male,Grocery,1067.29,Credit Card,1.6,Yes,November,Mumbai,New
1118,26,Female,Electronics,1375.32,Cash on Delivery,4.5,Yes,February,Bengaluru,New
1119,32,Male,Electronics,1208.65,PayPal,1.8,No,August,Hyderabad,Returning
1120,43,Female,Beauty,1748.79,Cash on Delivery,4.7,No,August,Delhi,Frequent
1121,58,Male,Clothing,1490.52,PayPal,2.1,No,September,Delhi,Returning
1122,58,Female,Clothing,1033.9,Debit Card,2.8,No,March,Hyderabad,Frequent
1123,49,Female,Beauty,516.87,Cash on Delivery,3.2,Yes,May,Bengaluru,Frequent
1124,32,Female,Books,1828.15,UPI,4.8,No,January,Hyderabad,New
1125,35,Male,Grocery,1382.14,Credit Card,3.5,Yes,July,Pune,New
1126,20,Female,Home,284.45,UPI,2.5,No,April,Hyderabad,Frequent
1127,27,Male,Beauty,900.26,UPI,4.7,No,September,Pune,Frequent
1128,54,Female,Clothing,1716.71,Credit Card,4.1,Yes,August,Delhi,New
1129,52,Male,Clothing,1692.6,PayPal,2.0,Yes,June,Mumbai,Frequent
1130,24,Female,Sports,774.61,Credit Card,4.8,Yes,November,Bengaluru,Frequent
1131,44,Male,Sports,1587.41,Credit Card,1.9,No,April,Mumbai,Frequent
1132,24,Male,Electronics,820.82,Credit Card,2.1,Yes,January,Hyderabad,Returning
1133,30,Male,Home,1017.04,Cash on Delivery,4.7,Yes,December,Hyderabad,Frequent
1134,60,Female,Toys,194.33,Credit Card,2.0,No,September,Chennai,New
1135,44,Male,Grocery,296.49,PayPal,1.9,Yes,January,Hyderabad,Returning
1136,42,Female,Electronics,129.65,Cash on Delivery,4.3,Yes,April,Mumbai,Returning
1137,53,Female,Sports,442.32,Debit Card,4.3,No,July,Chennai,Frequent
1138,53,Male,Clothing,1368.51,Credit Card,2.8,Yes,July,Bengaluru,Frequent
1139,21,Male,Electronics,1932.68,Debit Card,4.4,No,June,Chennai,Frequent
1140,20,Female,Grocery,218.0,Credit Card,1.3,No,January,Kolkata,Returning
1141,20,Male,Electronics,1074.29,PayPal,4.7,Yes,April,Pune,New
1142,48,Female,Books,1083.78,Cash on Delivery,2.2,Yes,February,Mumbai,Frequent
1143,54,Male,Toys,1256.84,Debit Card,2.5,No,April,Kolkata,New
1144,35,Male,Electronics,1093.65,Debit Card,3.9,No,April,Hyderabad,Returning
1145,43,Female,Electronics,252.05,UPI,1.6,Yes,March,Kolkata,New
1146,29,Female,Books,1829.05,Debit Card,4.5,No,August,Bengaluru,Frequent
1147,20,Female,Clothing,973.88,Credit Card,1.6,No,November,Pune,New
1148,59,Male,Toys,773.78,UPI,4.0,Yes,November,Pune,Returning
1149,22,Female,Beauty,319.42,Cash on Delivery,1.0,No,October,Kolkata,Frequent
1150,48,Male,Grocery,1226.13,UPI,2.5,No,May,Hyderabad,Returning
1151,25,Female,Home,292.09,UPI,1.3,Yes,December,Bengaluru,New
1152,34,Female,Sports,1681.52,PayPal,3.4,Yes,November,Delhi,Returning
1153,45,Male,Toys,1489.16,PayPal,1.5,No,January,Mumbai,New
1154,25,Female,Home,1115.9,UPI,2.6,No,January,Bengaluru,Frequent
1155,18,Male,Home,1650.39,Credit Card,4.8,Yes,January,Vijayawada,New
1156,34,Female,Grocery,1461.87,Debit Card,1.4,No,November,Bengaluru,Frequent
1157,27,Female,Toys,466.96,Credit Card,4.1,Yes,January,Kolkata,New
1158,59,Male,Clothing,1253.5,Debit Card,3.9,Yes,February,Bengaluru,Returning
1159,39,Female,Clothing,453.24,PayPal,2.6,No,March,Delhi,Returning
1160,47,Male,Toys,720.77,Credit Card,2.5,No,October,Chennai,New
1161,46,Male,Toys,205.49,Debit Card,1.6,No,March,Vijayawada,Returning
1162,36,Female,Electronics,361.37,Cash on Delivery,1.1,No,November,Vijayawada,Returning
1163,27,Male,Toys,1037.19,Cash on Delivery,4.9,Yes,August,Pune,Returning
1164,30,Female,Toys,1682.78,UPI,4.8,No,October,Hyderabad,Frequent
1165,48,Female,Sports,1315.33,Credit Card,4.9,No,August,Hyderabad,New
1166,49,Female,Books,128.89,Debit Card,3.3,No,July,Mumbai,New
1167,35,Male,Home,133.85,Debit Card,3.0,No,February,Hyderabad,Frequent
1168,47,Male,Toys,1300.47,Credit Card,3.4,No,November,Mumbai,Frequent
1169,44,Female,Clothing,718.1,UPI,3.5,Yes,February,Chennai,New
1170,30,Female,Electronics,1772.64,PayPal,2.2,No,July,Delhi,Frequent
1171,49,Female,Electronics,527.64,Debit Card,4.0,Yes,October,Pune,Frequent
1172,52,Male,Clothing,1852.68,Debit Card,2.2,No,January,Bengaluru,New
1173,23,Female,Home,1596.54,Credit Card,1.9,Yes,January,Kolkata,New
1174,38,Male,Beauty,1686.44,Credit Card,2.3,Yes,July,Hyderabad,New
1175,51,Female,Home,1775.67,Debit Card,2.4,No,July,Chennai,New
1176,30,Female,Beauty,1383.34,Credit Card,1.6,No,July,Pune,New
1177,57,Female,Sports,93.38,Cash on Delivery,4.7,No,March,Pune,New
1178,27,Male,Toys,1944.98,Debit Card,4.5,No,October,Chennai,New
1179,41,Male,Home,1814.95,PayPal,2.0,Yes,July,Bengaluru,Returning
1180,51,Male,Sports,1287.34,PayPal,2.3,No,September,Mumbai,Returning
1181,59,Male,Electronics,1784.08,UPI,4.6,Yes,September,Chennai,New
1182,52,Male,Books,1594.02,PayPal,3.3,No,January,Kolkata,Returning
1183,58,Female,Books,685.98,Credit Card,2.3,Yes,May,Bengaluru,New
1184,24,Male,Toys,1432.01,Cash on Delivery,2.8,No,April,Delhi,Returning
1185,27,Female,Books,1360.13,Credit Card,3.9,Yes,October,Hyderabad,New
1186,48,Male,Sports,601.48,PayPal,4.7,Yes,May,Hyderabad,Returning
1187,41,Male,Toys,1807.44,UPI,1.7,Yes,December,Vijayawada,Returning
1188,34,Male,Home,1817.13,PayPal,3.1,Yes,November,Hyderabad,Returning
1189,55,Female,Grocery,1754.98,PayPal,2.3,Yes,October,Pune,Returning
1190,38,Female,Clothing,963.99,Debit Card,4.1,No,December,Bengaluru,Frequent
1191,41,Female,Beauty,1504.34,Debit Card,2.3,Yes,February,Chennai,Frequent
1192,28,Male,Electronics,138.09,UPI,1.2,Yes,September,Pune,New
1193,58,Female,Clothing,1647.49,Cash on Delivery,3.1,Yes,November,Mumbai,New
1194,36,Female,Beauty,1217.36,PayPal,4.3,No,October,Hyderabad,Returning
1195,24,Female,Sports,446.36,PayPal,3.9,No,September,Pune,Frequent
1196,43,Male,Clothing,1709.12,UPI,3.7,No,April,Hyderabad,Frequent
1197,26,Male,Sports,78.26,UPI,3.6,No,March,Mumbai,Returning
1198,22,Female,Sports,982.92,Debit Card,2.8,No,November,Vijayawada,Returning
1199,49,Male,Home,1507.69,PayPal,2.8,No,October,Delhi,New
1200,37,Female,Toys,592.43,PayPal,2.8,Yes,March,Chennai,Frequent
1201,29,Female,Books,176.66,UPI,4.3,No,December,Bengaluru,New
1202,39,Male,Books,867.98,Credit Card,4.3,Yes,January,Vijayawada,Frequent
1203,33,Male,Beauty,1153.21,Debit Card,1.1,Yes,June,Kolkata,Returning
1204,46,Male,Books,491.07,UPI,3.9,Yes,December,Bengaluru,New
1205,35,Female,Electronics,1293.76,PayPal,1.8,No,June,Delhi,New
1206,53,Female,Beauty,1666.83,Credit Card,1.6,No,June,Chennai,Returning
1207,58,Male,Clothing,321.76,Cash on Delivery,1.6,No,September,Chennai,New
1208,31,Male,Home,1364.35,UPI,2.8,No,November,Mumbai,Returning
1209,51,Male,Books,933.08,Cash on Delivery,2.7,No,April,Bengaluru,New
1210,25,Male,Sports,1100.96,UPI,3.4,No,February,Kolkata,Returning
1211,60,Male,Beauty,231.29,Cash on Delivery,1.3,Yes,January,Hyderabad,Frequent
1212,54,Female,Beauty,404.21,Cash on Delivery,3.4,Yes,September,Pune,Returning
1213,34,Male,Electronics,1203.83,Cash on Delivery,4.2,Yes,December,Kolkata,Returning
1214,40,Male,Grocery,1910.48,Cash on Delivery,4.1,Yes,May,Bengaluru,Returning
1215,55,Male,Sports,266.09,UPI,3.9,No,August,Delhi,New
1216,56,Male,Clothing,374.88,UPI,2.1,No,January,Vijayawada,Returning
1217,21,Male,Clothing,299.32,UPI,1.5,No,June,Delhi,New
1218,51,Female,Sports,572.86,Cash on Delivery,1.7,Yes,January,Delhi,Returning
1219,31,Male,Electronics,348.96,Credit Card,3.2,Yes,March,Pune,Frequent
1220,60,Female,Toys,785.59,UPI,4.7,Yes,February,Delhi,Returning
1221,28,Female,Clothing,1745.39,PayPal,4.6,Yes,September,Chennai,New
1222,57,Female,Grocery,219.29,UPI,3.5,No,September,Mumbai,Returning
1223,24,Female,Clothing,1536.37,Cash on Delivery,1.8,No,October,Pune,New
1224,48,Female,Toys,1751.36,Debit Card,4.2,No,January,Chennai,New
1225,52,Male,Books,301.56,Credit Card,3.2,No,October,Kolkata,New
1226,38,Female,Electronics,261.77,Credit Card,1.1,No,April,Hyderabad,New
1227,59,Female,Beauty,1245.23,Credit Card,2.8,No,September,Kolkata,Frequent
1228,37,Male,Books,495.15,Cash on Delivery,1.1,No,April,Hyderabad,Returning
1229,50,Male,Home,1773.38,Credit Card,3.6,No,March,Bengaluru,Returning
1230,37,Female,Toys,1326.3,Credit Card,4.7,No,January,Mumbai,Frequent
1231,22,Male,Clothing,1144.69,UPI,4.6,No,September,Delhi,Returning
1232,19,Male,Electronics,1727.5,PayPal,4.9,Yes,October,Mumbai,Frequent
1233,29,Female,Beauty,984.11,Credit Card,4.1,No,May,Bengaluru,Frequent
1234,54,Female,Home,983.23,Debit Card,4.9,Yes,December,Kolkata,New
1235,36,Female,Toys,696.82,Cash on Delivery,3.5,Yes,June,Kolkata,New
1236,28,Female,Sports,1260.86,PayPal,2.6,No,January,Mumbai,Frequent
1237,58,Female,Books,1785.23,Debit Card,1.9,No,May,Pune,Frequent
1238,43,Male,Sports,141.0,Credit Card,1.8,Yes,December,Pune,Returning
1239,39,Female,Home,191.23,Credit Card,1.0,Yes,March,Delhi,Returning
1240,26,Female,Clothing,1738.18,UPI,3.6,Yes,April,Bengaluru,Returning
1241,24,Male,Electronics,557.2,Cash on Delivery,3.2,Yes,May,Hyderabad,Returning
1242,19,Male,Clothing,922.39,UPI,4.1,No,December,Pune,Frequent
1243,41,Male,Grocery,1930.99,PayPal,2.8,No,March,Kolkata,New
1244,45,Male,Beauty,1562.23,Cash on Delivery,3.0,No,November,Hyderabad,Frequent
1245,33,Female,Home,673.16,UPI,2.3,No,February,Kolkata,Frequent
1246,34,Female,Sports,1838.41,Cash on Delivery,4.8,Yes,April,Chennai,Frequent
1247,42,Male,Toys,788.03,Credit Card,2.9,Yes,November,Bengaluru,New
1248,27,Male,Sports,970.83,PayPal,1.6,Yes,April,Vijayawada,Returning
1249,28,Male,Books,1426.34,Cash on Delivery,2.5,Yes,May,Bengaluru,New
1250,41,Male,Grocery,822.28,Debit Card,1.3,No,June,Mumbai,New
1251,23,Male,Home,32.73,Debit Card,1.6,Yes,March,Kolkata,Frequent
1252,21,Male,Home,891.75,Cash on Delivery,4.6,Yes,March,Kolkata,Frequent
1253,48,Female,Home,1166.11,PayPal,1.8,Yes,September,Mumbai,Returning
1254,51,Female,Clothing,1464.5,Credit Card,4.3,Yes,July,Chennai,Frequent
1255,45,Male,Home,309.41,Cash on Delivery,4.7,Yes,July,Bengaluru,New
1256,34,Female,Toys,138.67,Debit Card,3.2,Yes,October,Delhi,Frequent
1257,58,Male,Books,1838.95,UPI,3.5,Yes,April,Mumbai,Returning
1258,35,Male,Grocery,721.85,Debit Card,1.4,No,February,Chennai,Returning
1259,57,Female,Sports,1883.05,Cash on Delivery,1.1,Yes,April,Chennai,New
1260,39,Female,Grocery,801.77,UPI,3.0,Yes,July,Delhi,Frequent
1261,47,Male,Beauty,878.57,Debit Card,2.6,Yes,March,Hyderabad,Returning
1262,35,Male,Sports,720.29,Debit Card,4.6,Yes,August,Pune,Returning
1263,55,Female,Books,78.19,Credit Card,1.2,No,February,Hyderabad,New
1264,40,Male,Home,1409.02,PayPal,4.0,Yes,July,Kolkata,Returning
1265,29,Male,Toys,1450.16,Debit Card,3.8,Yes,April,Hyderabad,Returning
1266,18,Female,Grocery,529.46,Credit Card,4.1,No,October,Vijayawada,New
1267,22,Male,Beauty,1855.75,Debit Card,1.6,No,April,Delhi,New
1268,26,Female,Books,23.15,Credit Card,2.4,Yes,October,Pune,New
1269,34,Male,Home,1554.94,UPI,2.5,No,September,Delhi,Returning
1270,34,Male,Beauty,556.17,UPI,3.2,Yes,March,Kolkata,Frequent
1271,38,Female,Grocery,1746.3,Credit Card,3.6,Yes,November,Kolkata,Returning
1272,37,Female,Electronics,607.04,PayPal,3.8,No,September,Chennai,New
1273,19,Male,Electronics,568.59,Debit Card,1.8,Yes,August,Bengaluru,Returning
1274,25,Male,Toys,1843.83,UPI,4.6,Yes,September,Hyderabad,Frequent
1275,49,Female,Electronics,1555.01,PayPal,2.6,Yes,August,Chennai,New
1276,26,Female,Grocery,1996.59,UPI,3.0,No,May,Vijayawada,New
1277,22,Female,Home,1070.54,Credit Card,2.9,Yes,May,Delhi,New
1278,24,Female,Clothing,1813.3,PayPal,2.9,Yes,July,Delhi,New
1279,48,Male,Books,489.5,Credit Card,2.6,No,August,Chennai,New
1280,22,Male,Toys,724.59,Cash on Delivery,2.5,No,September,Delhi,Frequent
1281,21,Female,Beauty,1754.56,Cash on Delivery,2.6,Yes,March,Pune,New
1282,24,Female,Sports,1942.01,UPI,3.3,No,May,Pune,Frequent
1283,37,Female,Home,1055.8,Cash on Delivery,2.6,No,October,Pune,New
1284,36,Female,Beauty,1841.78,Cash on Delivery,2.4,No,January,Pune,Frequent
1285,28,Male,Beauty,486.31,Cash on Delivery,1.5,No,July,Mumbai,Returning
1286,21,Female,Electronics,1854.45,Debit Card,4.2,No,March,Vijayawada,New
1287,30,Male,Books,1531.65,Debit Card,4.6,Yes,July,Kolkata,Frequent
1288,60,Female,Sports,512.29,PayPal,4.0,Yes,July,Vijayawada,New
1289,30,Female,Books,792.01,Credit Card,1.7,Yes,April,Pune,Frequent
1290,25,Male,Toys,1970.08,UPI,4.8,Yes,April,Pune,Frequent
1291,57,Male,Electronics,1347.64,Debit Card,1.6,No,June,Bengaluru,New
1292,26,Male,Beauty,1689.07,Credit Card,4.3,Yes,June,Bengaluru,Frequent
1293,27,Male,Beauty,1306.63,PayPal,3.1,No,February,Pune,New
1294,24,Female,Beauty,436.19,UPI,2.1,Yes,June,Pune,Frequent
1295,18,Male,Toys,667.23,Debit Card,4.5,Yes,September,Kolkata,Returning
1296,24,Male,Grocery,953.99,Credit Card,3.3,No,June,Vijayawada,New
1297,50,Male,Sports,297.57,Debit Card,4.5,Yes,November,Kolkata,Frequent
1298,42,Female,Sports,1400.17,Cash on Delivery,4.4,No,October,Mumbai,Frequent
1299,42,Male,Grocery,1355.35,PayPal,3.7,No,September,Hyderabad,Frequent
1300,26,Female,Books,1927.57,Cash on Delivery,1.6,No,January,Hyderabad,New
1301,30,Female,Grocery,970.6,Debit Card,1.3,No,January,Hyderabad,Returning
1302,41,Male,Sports,151.71,Credit Card,3.3,Yes,May,Chennai,Returning
1303,18,Female,Beauty,1037.57,Debit Card,3.9,Yes,October,Pune,New
1304,28,Male,Grocery,1733.08,Credit Card,2.6,No,July,Bengaluru,Returning
1305,19,Male,Grocery,1536.97,Debit Card,2.2,Yes,July,Bengaluru,Returning
1306,58,Male,Clothing,547.48,Credit Card,4.7,No,September,Chennai,New
1307,42,Female,Home,397.39,Credit Card,4.2,Yes,January,Hyderabad,Returning
1308,46,Male,Home,1571.92,UPI,1.0,No,July,Bengaluru,New
1309,27,Male,Books,1933.95,PayPal,4.2,No,August,Kolkata,New
1310,24,Male,Grocery,691.02,PayPal,4.8,Yes,June,Bengaluru,Frequent
1311,46,Male,Home,465.11,Cash on Delivery,1.3,No,November,Mumbai,Frequent
1312,28,Female,Beauty,1950.67,UPI,2.0,No,April,Delhi,Returning
1313,31,Male,Electronics,1328.9,Cash on Delivery,4.2,No,November,Bengaluru,New
1314,32,Female,Sports,1964.45,Cash on Delivery,2.7,Yes,March,Chennai,Returning
1315,24,Female,Books,182.54,Cash on Delivery,2.4,No,December,Kolkata,Returning
1316,37,Female,Grocery,1771.81,Credit Card,2.0,No,July,Vijayawada,New
1317,37,Female,Toys,458.15,UPI,4.7,Yes,January,Pune,New
1318,44,Male,Sports,1689.97,UPI,3.3,Yes,November,Bengaluru,Frequent
1319,49,Male,Sports,1083.37,Credit Card,1.4,No,October,Chennai,New
1320,20,Female,Grocery,693.16,PayPal,2.0,No,July,Bengaluru,Returning
1321,58,Male,Beauty,254.96,Debit Card,4.6,Yes,September,Pune,Returning
1322,28,Male,Home,408.22,UPI,4.5,No,January,Bengaluru,Returning
1323,34,Female,Books,365.14,Debit Card,4.1,No,September,Delhi,Frequent
1324,52,Female,Beauty,1884.56,Credit Card,3.4,No,September,Bengaluru,Returning
1325,32,Female,Electronics,385.67,UPI,3.1,Yes,November,Pune,Frequent
1326,25,Male,Toys,265.66,Debit Card,2.9,Yes,July,Mumbai,Returning
1327,53,Male,Books,1635.04,Cash on Delivery,2.9,No,February,Kolkata,Returning
1328,19,Male,Clothing,266.17,Credit Card,3.3,No,December,Delhi,Frequent
1329,52,Male,Beauty,249.98,UPI,2.9,Yes,April,Pune,Returning
1330,32,Female,Home,1766.34,Credit Card,1.3,No,January,Bengaluru,New
1331,25,Male,Electronics,993.92,UPI,3.6,No,June,Hyderabad,Returning
1332,46,Female,Beauty,1778.41,Debit Card,2.7,Yes,December,Bengaluru,Returning
1333,30,Female,Electronics,350.87,Debit Card,1.2,No,October,Chennai,Returning
1334,44,Female,Books,1562.72,UPI,2.3,No,May,Kolkata,New
1335,54,Male,Electronics,1170.12,PayPal,4.3,No,August,Vijayawada,Returning
1336,36,Female,Grocery,262.3,UPI,1.8,Yes,August,Bengaluru,New
1337,55,Male,Sports,1891.11,Cash on Delivery,3.2,No,October,Pune,Frequent
1338,23,Female,Grocery,1730.43,Credit Card,2.3,No,September,Delhi,New
1339,19,Male,Books,447.86,Debit Card,1.6,Yes,November,Chennai,Returning
1340,26,Female,Clothing,575.6,Credit Card,2.4,Yes,October,Kolkata,Returning
1341,32,Female,Sports,186.75,Debit Card,3.8,No,November,Vijayawada,New
1342,33,Male,Books,1338.11,Debit Card,3.2,No,February,Vijayawada,New
1343,51,Female,Books,1738.78,UPI,2.7,Yes,October,Vijayawada,Returning
1344,48,Female,Clothing,541.85,PayPal,3.0,No,July,Mumbai,Frequent
1345,53,Male,Sports,1080.77,Credit Card,2.3,No,November,Chennai,Frequent
1346,49,Male,Electronics,337.47,UPI,4.1,Yes,January,Vijayawada,Returning
1347,29,Male,Books,275.57,UPI,2.6,No,November,Bengaluru,New
1348,34,Male,Books,790.46,Debit Card,4.4,No,July,Bengaluru,Returning
1349,40,Male,Beauty,678.99,UPI,4.2,No,December,Pune,Returning
1350,29,Male,Grocery,1064.21,UPI,3.9,No,January,Vijayawada,Frequent
1351,54,Male,Toys,1894.07,Credit Card,3.4,Yes,December,Kolkata,Frequent
1352,52,Female,Books,1158.08,PayPal,2.5,Yes,January,Bengaluru,Frequent
1353,51,Male,Beauty,1803.32,Cash on Delivery,2.0,No,December,Hyderabad,Returning
1354,33,Male,Home,1612.32,UPI,2.8,No,March,Bengaluru,New
1355,21,Male,Clothing,1656.49,Credit Card,1.7,No,March,Chennai,New
1356,56,Male,Clothing,959.11,PayPal,3.1,Yes,April,Mumbai,Frequent
1357,47,Male,Toys,283.55,UPI,1.6,Yes,March,Kolkata,Frequent
1358,45,Male,Grocery,1638.95,Debit Card,1.5,No,December,Pune,New
1359,21,Male,Sports,451.0,PayPal,1.2,Yes,October,Chennai,New
1360,40,Male,Toys,985.87,Cash on Delivery,1.5,Yes,September,Pune,Returning
1361,20,Male,Sports,509.13,Debit Card,1.3,No,December,Pune,New
1362,52,Female,Clothing,1521.82,UPI,4.0,Yes,May,Hyderabad,New
1363,29,Female,Books,1078.12,Debit Card,4.8,Yes,April,Bengaluru,Returning
1364,36,Female,Home,1949.7,UPI,4.4,No,October,Vijayawada,New
1365,22,Female,Clothing,1753.18,UPI,3.2,No,June,Bengaluru,New
1366,36,Female,Grocery,1770.73,PayPal,1.2,Yes,September,Kolkata,Returning
1367,34,Female,Sports,946.76,PayPal,1.2,Yes,February,Pune,Returning
1368,27,Female,Books,979.03,Cash on Delivery,4.0,Yes,January,Vijayawada,New
1369,49,Male,Clothing,1338.7,Debit Card,4.6,Yes,June,Pune,Returning
1370,33,Female,Toys,249.47,Debit Card,1.6,Yes,August,Pune,Frequent
1371,52,Male,Sports,1480.96,Credit Card,2.0,Yes,January,Kolkata,Returning
1372,37,Male,Toys,1253.87,PayPal,3.3,Yes,May,Hyderabad,New
1373,59,Female,Books,93.22,UPI,1.4,Yes,July,Pune,Returning
1374,58,Male,Toys,1089.24,Debit Card,4.1,Yes,May,Bengaluru,Returning
1375,36,Male,Books,1881.2,PayPal,3.9,No,October,Pune,Frequent
1376,59,Female,Home,1367.0,Cash on Delivery,1.3,Yes,March,Mumbai,Returning
1377,21,Female,Books,632.94,Debit Card,1.4,No,May,Delhi,Frequent
1378,25,Female,Home,1097.18,Credit Card,3.1,No,May,Pune,Returning
1379,52,Male,Home,1870.5,PayPal,4.7,No,January,Delhi,New
1380,43,Male,Toys,380.6,Debit Card,1.7,No,April,Pune,New
1381,52,Male,Electronics,897.74,Cash on Delivery,1.9,No,March,Mumbai,New
1382,19,Male,Beauty,948.6,PayPal,3.6,No,November,Hyderabad,Frequent
1383,18,Female,Books,1615.77,PayPal,1.7,Yes,March,Chennai,Frequent
1384,51,Female,Home,1704.37,PayPal,5.0,Yes,July,Pune,New
1385,19,Male,Books,474.89,PayPal,1.4,Yes,August,Hyderabad,Frequent
1386,19,Female,Sports,1725.38,Cash on Delivery,3.1,No,March,Kolkata,New
1387,42,Female,Home,1123.98,Credit Card,3.7,Yes,June,Hyderabad,New
1388,32,Male,Toys,1423.61,UPI,1.3,Yes,June,Hyderabad,New
1389,39,Female,Home,752.36,Credit Card,3.6,Yes,September,Pune,Frequent
1390,47,Male,Clothing,1971.77,Debit Card,2.4,Yes,August,Delhi,Frequent
1391,32,Male,Toys,1097.49,Cash on Delivery,1.9,No,August,Pune,Frequent
1392,29,Female,Electronics,55.37,Credit Card,3.7,Yes,September,Vijayawada,New
1393,33,Female,Sports,1281.06,Credit Card,3.3,Yes,March,Vijayawada,Frequent
1394,56,Female,Books,1152.04,Credit Card,3.3,Yes,January,Chennai,Frequent
1395,23,Male,Toys,1513.69,UPI,3.8,No,October,Mumbai,Frequent
1396,52,Female,Toys,907.07,Cash on Delivery,2.5,Yes,June,Kolkata,Frequent
1397,43,Male,Sports,520.0,Credit Card,2.6,No,May,Delhi,Frequent
1398,56,Female,Toys,338.51,Credit Card,2.8,No,November,Hyderabad,New
1399,56,Female,Clothing,1040.36,Cash on Delivery,1.3,Yes,November,Vijayawada,Frequent
1400,24,Female,Electronics,861.83,Debit Card,4.6,Yes,May,Mumbai,Frequent
1401,52,Female,Beauty,261.65,Credit Card,4.9,Yes,April,Vijayawada,Returning
1402,19,Male,Home,712.86,Cash on Delivery,2.5,Yes,December,Vijayawada,Frequent
1403,18,Male,Books,792.21,Cash on Delivery,1.5,No,January,Vijayawada,New
1404,27,Male,Electronics,1676.72,Credit Card,3.0,Yes,August,Hyderabad,New
1405,25,Female,Sports,889.43,Debit Card,2.2,No,March,Vijayawada,Returning
1406,50,Male,Grocery,1921.67,Cash on Delivery,2.1,No,May,Delhi,Frequent
1407,22,Female,Electronics,699.35,Credit Card,1.1,No,December,Bengaluru,Returning
1408,28,Male,Toys,105.17,Cash on Delivery,1.3,Yes,December,Chennai,Frequent
1409,20,Male,Beauty,1209.98,Debit Card,1.2,No,February,Bengaluru,New
1410,36,Female,Home,827.8,Cash on Delivery,1.6,No,October,Pune,Returning
1411,43,Male,Sports,666.64,UPI,1.5,No,June,Kolkata,New
1412,19,Male,Electronics,287.79,Credit Card,3.9,No,December,Bengaluru,Returning
1413,26,Male,Toys,522.8,Cash on Delivery,3.3,Yes,August,Vijayawada,New
1414,24,Male,Toys,280.09,Debit Card,3.5,Yes,May,Chennai,Frequent
1415,33,Female,Books,1312.03,Cash on Delivery,4.9,Yes,April,Mumbai,Returning
1416,36,Male,Electronics,1460.1,PayPal,1.9,No,September,Pune,Frequent
1417,58,Female,Beauty,762.32,UPI,4.5,Yes,July,Delhi,Frequent
1418,31,Male,Beauty,420.6,UPI,4.6,Yes,April,Vijayawada,Returning
1419,59,Male,Books,1066.89,Cash on Delivery,4.9,Yes,June,Mumbai,New
1420,26,Female,Beauty,1151.54,Cash on Delivery,2.2,Yes,September,Kolkata,Returning
1421,36,Male,Home,1665.86,Credit Card,4.0,No,December,Delhi,New
1422,24,Male,Beauty,1373.37,PayPal,2.1,No,July,Bengaluru,Frequent
1423,37,Male,Grocery,1330.76,UPI,3.1,Yes,June,Vijayawada,New
1424,50,Female,Toys,668.42,Debit Card,1.7,Yes,April,Delhi,New
1425,47,Female,Electronics,510.38,Debit Card,4.6,Yes,June,Hyderabad,Returning
1426,18,Male,Grocery,1687.03,Debit Card,2.8,No,January,Vijayawada,New
1427,49,Male,Beauty,1522.81,Credit Card,2.4,No,September,Bengaluru,Returning
1428,29,Female,Home,339.42,PayPal,4.1,Yes,March,Bengaluru,Frequent
1429,58,Female,Grocery,967.11,UPI,1.6,No,September,Delhi,Returning
1430,54,Female,Clothing,1981.13,Credit Card,3.2,No,March,Bengaluru,Frequent
1431,30,Female,Books,902.3,Credit Card,4.2,Yes,June,Mumbai,Frequent
1432,18,Male,Sports,1848.6,PayPal,2.3,No,February,Mumbai,Returning
1433,57,Female,Clothing,1773.23,Cash on Delivery,2.7,No,January,Chennai,Returning
1434,24,Female,Books,456.88,Credit Card,2.3,No,April,Bengaluru,Returning
1435,43,Male,Clothing,776.33,Debit Card,4.7,Yes,February,Pune,Returning
1436,35,Male,Beauty,296.8,PayPal,4.7,Yes,July,Hyderabad,New
1437,48,Male,Electronics,416.19,PayPal,3.0,Yes,September,Kolkata,Frequent
1438,26,Male,Books,880.84,Debit Card,1.6,No,June,Hyderabad,Returning
1439,19,Female,Home,1212.03,UPI,3.9,No,July,Bengaluru,Returning
1440,34,Female,Sports,756.12,Cash on Delivery,4.6,Yes,October,Delhi,Returning
1441,38,Female,Toys,1631.99,Debit Card,1.4,No,April,Vijayawada,New
1442,30,Male,Grocery,1374.92,Credit Card,1.8,Yes,August,Chennai,New
1443,48,Male,Beauty,1223.81,Cash on Delivery,4.1,Yes,October,Delhi,Returning
1444,59,Male,Home,1818.8,PayPal,1.0,Yes,September,Kolkata,Returning
1445,29,Female,Sports,1303.39,PayPal,1.5,Yes,November,Chennai,Frequent
1446,24,Female,Books,1769.2,PayPal,3.5,No,June,Vijayawada,Returning
1447,58,Male,Grocery,964.54,UPI,3.2,Yes,August,Pune,New
1448,22,Female,Books,1280.09,PayPal,2.6,Yes,December,Delhi,New
1449,33,Female,Toys,1863.88,Cash on Delivery,3.0,No,June,Bengaluru,Frequent
1450,35,Male,Home,709.08,Cash on Delivery,3.0,No,August,Chennai,New
1451,38,Male,Sports,1334.03,Debit Card,1.1,No,February,Pune,Returning
1452,30,Male,Electronics,447.7,Cash on Delivery,2.0,No,July,Chennai,New
